x,y,z
0.5589028561067266,1.367268681526184,1.0213555174743192
0.5553135165524168,1.3934106826782227,1.0143155979787366
0.5553135165524168,1.3934106826782227,1.0143155979787366
0.5477204100739641,1.5329806804656982,1.006862961021568
0.5477204100739641,1.5329806804656982,1.006862961021568
0.5572204106998129,1.7524217367172241,1.0295096414958493
0.5572204106998129,1.7524217367172241,1.0295096414958493
0.5934954063546343,1.9241644144058228,1.0479108321343915
0.5934954063546343,1.9241644144058228,1.0479108321343915
0.6569508017551584,2.088977813720703,1.0279355275308149
0.6569508017551584,2.088977813720703,1.0279355275308149
0.693345785285203,2.1594972610473633,1.0479636120473401
0.693345785285203,2.1594972610473633,1.0479636120473401
0.6884199680339975,2.184157371520996,1.0773697423612134
0.6884199680339975,2.184157371520996,1.0773697423612134
0.6713194401514215,2.1800484657287598,1.099617786971237
0.6713194401514215,2.1800484657287598,1.099617786971237
0.6190166176807566,2.1733741760253906,1.096924327579643
0.6190166176807566,2.1733741760253906,1.096924327579643
0.6103031338703317,2.146435022354126,1.0653503316318051
0.6103031338703317,2.146435022354126,1.0653503316318051
0.6262257398616953,2.129005193710327,1.0509923177634732
0.6262257398616953,2.129005193710327,1.0509923177634732
0.6433277578603906,2.108388900756836,1.0377571808969037
0.6433277578603906,2.108388900756836,1.0377571808969037
0.6513098703276796,2.084921360015869,1.0295879918014066
0.6513098703276796,2.084921360015869,1.0295879918014066
0.6565252990972681,2.0663535594940186,1.0229771363412397
0.6565252990972681,2.0663535594940186,1.0229771363412397
0.6693251283418817,2.038745880126953,1.0091458189164655
0.6693251283418817,2.038745880126953,1.0091458189164655
0.6691569240343256,2.01847767829895,1.0054169821416394
0.6691569240343256,2.01847767829895,1.0054169821416394
0.6708481313240213,1.988515019416809,0.9995115625535504
0.6708481313240213,1.988515019416809,0.9995115625535504
0.6745747031223459,1.957978367805481,0.9958082663690107
0.6745747031223459,1.957978367805481,0.9958082663690107
0.6762519629251642,1.9405056238174438,0.9974439370309369
0.6762519629251642,1.9405056238174438,0.9974439370309369
0.5234040507626219,1.4263359308242798,1.0315065312062757
0.5234040507626219,1.4263359308242798,1.0315065312062757
0.5259923712861223,1.4315229654312134,1.024219535556938
0.5259923712861223,1.4315229654312134,1.024219535556938
0.5258517751049681,1.480776309967041,1.005588598815109
0.5258517751049681,1.480776309967041,1.005588598815109
0.5282170326959772,1.5987284183502197,0.9938782083665387
