x,y,z
0.0,0.0,0.0
-0.0007769167423248291,0.00034558773040771484,0.002450108528137207
-0.0007769167423248291,0.00034558773040771484,0.002450108528137207
-0.0017798542976379395,0.0007995367050170898,0.004099950194358826
-0.0017798542976379395,0.0007995367050170898,0.004099950194358826
-0.00467151403427124,0.00104522705078125,0.009810209274291992
-0.00467151403427124,0.00104522705078125,0.009810209274291992
-0.009244263172149658,1.9788742065429688e-05,0.016698092222213745
-0.009244263172149658,1.9788742065429688e-05,0.016698092222213745
-0.010520607233047485,-0.0008604526519775391,0.01892489194869995
-0.010520607233047485,-0.0008604526519775391,0.01892489194869995
-0.012372896075248718,-0.005042552947998047,0.02554568648338318
-0.012372896075248718,-0.005042552947998047,0.02554568648338318
-0.01488804817199707,-0.006211400032043457,0.028403446078300476
-0.01488804817199707,-0.006211400032043457,0.028403446078300476
-0.12418724596500397,0.690082311630249,0.08623009920120239
-0.12418724596500397,0.690082311630249,0.08623009920120239
-0.07510845363140106,0.9155685901641846,-0.019873425364494324
-0.07510845363140106,0.9155685901641846,-0.019873425364494324
-0.014073073863983154,0.9212276935577393,-0.11488131433725357
-0.014073073863983154,0.9212276935577393,-0.11488131433725357
-0.050029560923576355,0.8887639045715332,0.010536491870880127
-0.050029560923576355,0.8887639045715332,0.010536491870880127
-0.1380307450890541,0.8687565326690674,0.0071260035037994385
-0.1380307450890541,0.8687565326690674,0.0071260035037994385
-0.10776981711387634,0.8843801021575928,0.042440950870513916
-0.10776981711387634,0.8843801021575928,0.042440950870513916
-0.12521992623806,0.8848927021026611,0.0380888432264328
-0.12521992623806,0.8848927021026611,0.0380888432264328
-0.10490012168884277,0.8952832221984863,0.049680739641189575
-0.10490012168884277,0.8952832221984863,0.049680739641189575
-0.10581435263156891,0.8925044536590576,0.04591016471385956
-0.10581435263156891,0.8925044536590576,0.04591016471385956
