Device: pos:(239.55890285610673, 70.36726868152618, 209.02135551747432) dir: (0.26617923378944397, 0.9471285343170166, -0.17917107045650482)
Device: pos:(239.55890285610673, 70.36726868152618, 209.02135551747432) dir: (0.26617923378944397, 0.9471285343170166, -0.17917107045650482)
Device: pos:(239.55531351655242, 70.39341068267822, 209.01431559797874) dir: (0.24515095353126526, 0.9419661164283752, -0.22936229407787323)
Device: pos:(239.55531351655242, 70.39341068267822, 209.01431559797874) dir: (0.24515095353126526, 0.9419661164283752, -0.22936229407787323)
Device: pos:(239.54772041007396, 70.5329806804657, 209.00686296102157) dir: (0.0292852520942688, 0.9936702847480774, -0.10848256945610046)
Device: pos:(239.54772041007396, 70.5329806804657, 209.00686296102157) dir: (0.0292852520942688, 0.9936702847480774, -0.10848256945610046)
Device: pos:(239.5572204106998, 70.75242173671722, 209.02950964149585) dir: (-0.22375065088272095, 0.9634822607040405, 0.14712268114089966)
Device: pos:(239.5572204106998, 70.75242173671722, 209.02950964149585) dir: (-0.22375065088272095, 0.9634822607040405, 0.14712268114089966)
Device: pos:(239.59349540635463, 70.92416441440582, 209.0479108321344) dir: (0.04806169867515564, 0.9790629148483276, 0.19782187044620514)
Device: pos:(239.59349540635463, 70.92416441440582, 209.0479108321344) dir: (0.04806169867515564, 0.9790629148483276, 0.19782187044620514)
Device: pos:(239.65695080175516, 71.0889778137207, 209.02793552753081) dir: (0.31399989128112793, 0.9490773677825928, 0.02575286477804184)
Device: pos:(239.65695080175516, 71.0889778137207, 209.02793552753081) dir: (0.31399989128112793, 0.9490773677825928, 0.02575286477804184)
Device: pos:(239.6933457852852, 71.15949726104736, 209.04796361204734) dir: (0.41445690393447876, 0.8926023244857788, 0.17746500670909882)
Device: pos:(239.6933457852852, 71.15949726104736, 209.04796361204734) dir: (0.41445690393447876, 0.8926023244857788, 0.17746500670909882)
Device: pos:(239.688419968034, 71.184157371521, 209.0773697423612) dir: (0.3700557351112366, 0.9018447995185852, 0.2230300009250641)
Device: pos:(239.688419968034, 71.184157371521, 209.0773697423612) dir: (0.3700557351112366, 0.9018447995185852, 0.2230300009250641)
Device: pos:(239.67131944015142, 71.18004846572876, 209.09961778697124) dir: (0.4007853865623474, 0.8832107782363892, 0.2435515820980072)
Device: pos:(239.67131944015142, 71.18004846572876, 209.09961778697124) dir: (0.4007853865623474, 0.8832107782363892, 0.2435515820980072)
Device: pos:(239.61901661768076, 71.17337417602539, 209.09692432757964) dir: (0.28591188788414, 0.9381961822509766, 0.19506427645683289)
Device: pos:(239.61901661768076, 71.17337417602539, 209.09692432757964) dir: (0.28591188788414, 0.9381961822509766, 0.19506427645683289)
Device: pos:(239.61030313387033, 71.14643502235413, 209.0653503316318) dir: (0.1830303966999054, 0.9774186611175537, 0.10564069449901581)
Device: pos:(239.61030313387033, 71.14643502235413, 209.0653503316318) dir: (0.1830303966999054, 0.9774186611175537, 0.10564069449901581)
Device: pos:(239.6262257398617, 71.12900519371033, 209.05099231776347) dir: (0.22677341103553772, 0.9705765247344971, 0.08100755512714386)
Device: pos:(239.6262257398617, 71.12900519371033, 209.05099231776347) dir: (0.22677341103553772, 0.9705765247344971, 0.08100755512714386)
Device: pos:(239.6433277578604, 71.10838890075684, 209.0377571808969) dir: (0.22919997572898865, 0.9715467095375061, 0.05976235866546631)
Device: pos:(239.6433277578604, 71.10838890075684, 209.0377571808969) dir: (0.22919997572898865, 0.9715467095375061, 0.05976235866546631)
Device: pos:(239.65130987032768, 71.08492136001587, 209.0295879918014) dir: (0.22581827640533447, 0.9739252328872681, 0.021970219910144806)
Device: pos:(239.65130987032768, 71.08492136001587, 209.0295879918014) dir: (0.22581827640533447, 0.9739252328872681, 0.021970219910144806)
Device: pos:(239.65652529909727, 71.06635355949402, 209.02297713634124) dir: (0.18825533986091614, 0.9820914268493652, 0.00796598196029663)
Device: pos:(239.65652529909727, 71.06635355949402, 209.02297713634124) dir: (0.18825533986091614, 0.9820914268493652, 0.00796598196029663)
Device: pos:(239.66932512834188, 71.03874588012695, 209.00914581891647) dir: (0.23801708221435547, 0.9679144620895386, -0.08059860020875931)
Device: pos:(239.66932512834188, 71.03874588012695, 209.00914581891647) dir: (0.23801708221435547, 0.9679144620895386, -0.08059860020875931)
Device: pos:(239.66915692403433, 71.01847767829895, 209.00541698214164) dir: (0.22371351718902588, 0.9677824974060059, -0.11556638032197952)
Device: pos:(239.66915692403433, 71.01847767829895, 209.00541698214164) dir: (0.22371351718902588, 0.9677824974060059, -0.11556638032197952)
Device: pos:(239.67084813132402, 70.98851501941681, 208.99951156255355) dir: (0.1836903989315033, 0.9710954427719116, -0.1524401754140854)
Device: pos:(239.67084813132402, 70.98851501941681, 208.99951156255355) dir: (0.1836903989315033, 0.9710954427719116, -0.1524401754140854)
Device: pos:(239.67457470312235, 70.95797836780548, 208.995808266369) dir: (0.1987723708152771, 0.9611301422119141, -0.19163675606250763)
Device: pos:(239.67457470312235, 70.95797836780548, 208.995808266369) dir: (0.1987723708152771, 0.9611301422119141, -0.19163675606250763)
Device: pos:(239.67625196292516, 70.94050562381744, 208.99744393703094) dir: (0.19085943698883057, 0.9659953117370605, -0.17444822192192078)
Device: pos:(239.67625196292516, 70.94050562381744, 208.99744393703094) dir: (0.19085943698883057, 0.9659953117370605, -0.17444822192192078)
