x,y,z
239.59380951538202,69.89057546854019,208.885928713051
239.59380951538202,69.89057546854019,208.885928713051
239.59264893099186,69.88823294639587,208.8864017057096
239.59264893099186,69.88823294639587,208.8864017057096
239.59060546770212,69.88572812080383,208.8866542207872
239.59060546770212,69.88572812080383,208.8866542207872
239.5903333799493,69.88597416877747,208.8857514190351
239.5903333799493,69.88597416877747,208.8857514190351
239.58912072345134,69.88544481992722,208.8861099111711
239.58912072345134,69.88544481992722,208.8861099111711
239.5879020766866,69.88470309972763,208.8860118019258
239.5879020766866,69.88470309972763,208.8860118019258
239.5886726641607,69.8847861289978,208.88534703132262
239.5886726641607,69.8847861289978,208.88534703132262
239.5888523721647,69.88462555408478,208.8852126824533
239.5888523721647,69.88462555408478,208.8852126824533
239.58883091076729,69.88398045301437,208.88461207625022
239.58883091076729,69.88398045301437,208.88461207625022
239.5888156594288,69.88418179750443,208.88424586531272
239.5888156594288,69.88418179750443,208.88424586531272
239.5889899508607,69.8841278553009,208.88390444990745
239.5889899508607,69.8841278553009,208.88390444990745
239.58850056692478,69.8840360045433,208.88339164134612
239.58850056692478,69.8840360045433,208.88339164134612
239.58824894591686,69.88389694690704,208.88311358567825
239.58824894591686,69.88389694690704,208.88311358567825
239.58855186789748,69.88399589061737,208.88245873924842
239.58855186789748,69.88399589061737,208.88245873924842
239.5885746256959,69.88452023267746,208.8816679942285
239.5885746256959,69.88452023267746,208.8816679942285
239.5886096508753,69.88662028312683,208.87999715682616
239.5886096508753,69.88662028312683,208.87999715682616
239.5893364699137,69.88933998346329,208.87804039594283
239.5893364699137,69.88933998346329,208.87804039594283
239.58978007003185,69.89065939188004,208.87660341736427
239.58978007003185,69.89065939188004,208.87660341736427
239.58983804299947,69.89210563898087,208.8748159336721
239.58983804299947,69.89210563898087,208.8748159336721
239.58976393952486,69.89220041036606,208.87409453865638
239.58976393952486,69.89220041036606,208.87409453865638
239.58967504664776,69.8909382224083,208.87406145807853
239.68008661284563,70.3342376947403,209.11991429355493
239.68008661284563,70.3342376947403,209.11991429355493
239.7448884846222,70.33912014961243,208.95015671130767
239.7448884846222,70.33912014961243,208.95015671130767
239.79183833315489,70.33499610424042,208.76049511906257
239.79183833315489,70.33499610424042,208.76049511906257
239.90493915989515,70.2806670665741,208.5532704817926
239.90493915989515,70.2806670665741,208.5532704817926
239.92234645798322,70.23300278186798,208.5298927652513
239.92234645798322,70.23300278186798,208.5298927652513
239.87755139186498,70.21554636955261,208.59290596124282
239.87755139186498,70.21554636955261,208.59290596124282
239.8461302371275,70.26933574676514,208.51089980479827
239.8461302371275,70.26933574676514,208.51089980479827
239.85876740529653,70.24117338657379,208.5379117357408
239.85876740529653,70.24117338657379,208.5379117357408
239.84876684858915,70.21824073791504,208.54068782207122
239.84876684858915,70.21824073791504,208.54068782207122
239.84823207571623,70.20882093906403,208.54092963811507
239.84823207571623,70.20882093906403,208.54092963811507
239.8402645738375,70.19916439056396,208.54464592811217
239.8402645738375,70.19916439056396,208.54464592811217
239.83402468278524,70.19498836994171,208.54545327302566
239.83402468278524,70.19498836994171,208.54545327302566
239.8330346198332,70.19526469707489,208.5462250339662
239.8330346198332,70.19526469707489,208.5462250339662
239.82391859605428,70.19199979305267,208.55169989940276
239.82391859605428,70.19199979305267,208.55169989940276
239.8179114909422,70.1928642988205,208.56081338998428
239.8179114909422,70.1928642988205,208.56081338998428
239.81351436689016,70.1964852809906,208.56722839948287
239.81351436689016,70.1964852809906,208.56722839948287
239.81031952812788,70.20079958438873,208.5777077304994
239.81031952812788,70.20079958438873,208.5777077304994
239.80847857906934,70.20401525497437,208.5886518585359
239.80847857906934,70.20401525497437,208.5886518585359
239.804407194401,70.20810759067535,208.60496034499755
239.804407194401,70.20810759067535,208.60496034499755
239.798857316519,70.20792186260223,208.61895944949737
239.798857316519,70.20792186260223,208.61895944949737
